year,geo_name,geo,adult_smoking,adult_obesity,excessive_drinking,motor_vehicle_crash_deaths,homicide_rate,sexually_transmitted_infections,health_care_costs,diabetes,hiv_prevalence_rate,violent_crime,alcoholimpaired_driving_deaths
2015,Taney County,05000US29213,0.307,0.299,0.103,17.33,None,264.4,9927,0.117,88.3,520.55,0.282
2015,Texas County,05000US29215,0.307,0.321,0.114,31.11,6.3,232.5,9135,0.11,49.1,81.26,0.172
2015,Vernon County,05000US29217,0.227,0.281,0.184,29.39,None,313.3,7686,0.126,84.1,430.62,0.348
2015,Warren County,05000US29219,0.248,0.308,None,20.14,None,216.8,9357,0.112,25.1,277.5,0.429
2015,Washington County,05000US29221,0.34,0.338,None,41.7,5.8,247.1,12265,0.13,108.5,178.56,0.482
2015,Wayne County,05000US29223,0.367,0.325,None,30.83,None,82.1,9289,0.128,None,103.47,0.333
2015,Webster County,05000US29225,0.173,0.326,None,19.51,None,195.3,9267,0.108,71.3,125.64,0.433
2015,Worth County,05000US29227,None,0.29,None,None,None,240.5,9523,0.128,None,184.5,0.5
2015,Wright County,05000US29229,0.237,0.355,None,24.43,8.5,204,9261,0.132,35.2,222.74,0.235
2015,"St. Louis city, MO",05000US29510,0.27,0.333,0.231,12.11,30.5,1282.6,9967,0.123,1141.2,1885.3,0.327
2015,Beaverhead County,05000US30001,0.11,0.245,0.114,18.69,None,481.5,7901,0.082,None,158.07,0.318
2015,Big Horn County,05000US30003,0.27,0.366,0.18,76.05,None,1163.8,10511,0.13,82,199.86,0.66
2015,Blaine County,05000US30005,0.303,0.328,0.261,46.06,None,763.1,7325,0.119,None,237.35,0.692
2015,Broadwater County,05000US30007,0.11,0.301,0.158,36.92,None,104.2,6209,0.076,None,275.4,0.273
2015,Carbon County,05000US30009,0.156,0.249,0.163,35.65,None,197.5,7517,0.079,None,250.47,0.455
2015,Carter County,05000US30011,None,0.263,None,None,None,None,5770,0.085,None,28.65,0.333
2015,Cascade County,05000US30013,0.178,0.289,0.182,16.07,4.7,510.3,7880,0.083,37.2,230.69,0.5
2015,Chouteau County,05000US30015,0.153,0.281,0.205,None,None,None,8066,0.095,None,125.64,0.778
2015,Custer County,05000US30017,0.146,0.268,0.183,28.26,None,260.8,6739,0.103,None,189.61,0.556
2015,Daniels County,05000US30019,0.142,0.259,0.283,None,None,None,8210,0.087,None,170.04,0.5
2015,Dawson County,05000US30021,0.154,0.271,0.168,28.6,None,281.1,7384,0.081,None,203.22,0.267
2015,Deer Lodge County,05000US30023,0.291,0.277,0.179,23.12,None,249.3,8348,0.08,None,338.77,0.571
2015,Fallon County,05000US30025,0.148,0.263,0.239,None,None,429.9,7810,0.076,None,91.09,0.333
2015,Fergus County,05000US30027,0.155,0.252,0.173,29.81,None,131.2,6911,0.088,None,249.19,0.533
2015,Flathead County,05000US30029,0.169,0.211,0.183,21.78,2.5,263,7417,0.069,26.1,297.89,0.479
2015,Gallatin County,05000US30031,0.134,0.169,0.218,15.75,None,349.8,7179,0.044,21.6,192.89,0.447
2015,Garfield County,05000US30033,0.199,0.245,None,None,None,None,5593,0.078,None,0,0.25
2015,Glacier County,05000US30035,0.352,0.317,0.207,40.63,13.2,1123.2,9448,0.128,None,273.16,0.576
2015,Golden Valley County,05000US30037,None,0.272,0.167,None,None,None,7015,0.095,None,229.62,0.333
2015,Granite County,05000US30039,0.21,0.227,0.227,None,None,None,8327,0.086,None,53.91,0.143
2015,Hill County,05000US30041,0.302,0.332,0.248,26.61,None,1600.9,6972,0.094,None,481.1,0.6
2015,Jefferson County,05000US30043,0.17,0.207,0.166,30.54,None,140.3,7239,0.075,99.2,145.46,0.375
2015,Judith Basin County,05000US30045,0.088,0.259,0.238,None,None,None,8155,0.095,None,48.54,0.375
2015,Lake County,05000US30047,0.23,0.267,0.189,29.94,None,548.5,7870,0.097,20.8,392.43,0.5
2015,Lewis and Clark County,05000US30049,0.173,0.23,0.179,16.93,None,262,7279,0.064,36.9,311.27,0.558
2015,Liberty County,05000US30051,None,0.269,0.214,None,None,334.4,7076,0.08,None,None,0
2015,Lincoln County,05000US30053,0.207,0.295,0.154,25.62,None,261.7,7203,0.108,33.3,224.47,0.361
2015,McCone County,05000US30055,None,0.275,0.191,None,None,235.2,5566,0.091,None,96.04,0
2015,Madison County,05000US30057,0.129,0.208,0.199,41.25,None,77.6,7434,0.075,None,73.39,0.4
2015,Meagher County,05000US30059,0.177,0.25,0.141,None,None,None,9832,0.093,None,174.73,0.333
2015,Mineral County,05000US30061,0.199,0.285,0.147,None,None,336,7969,0.095,None,23.58,0.188
2015,"Missoula County, MT",05000US30063,0.173,0.211,0.221,14,None,395.6,6974,0.046,56.5,281.42,0.522
2015,Musselshell County,05000US30065,0.195,0.234,0.178,None,None,107.2,8325,0.081,None,310.47,0
2015,Park County,05000US30067,0.136,0.232,0.161,20.03,None,102.8,7375,0.066,None,244.74,0.533
2015,Petroleum County,05000US30069,None,0.244,None,None,None,None,4864,0.093,None,None,1
2015,Phillips County,05000US30071,0.16,0.27,0.184,37.4,None,121.1,8043,0.087,None,202.74,0.625
2015,Pondera County,05000US30073,0.188,0.285,0.208,34.77,None,None,8114,0.103,None,150.04,0.381
2015,Powder River County,05000US30075,0.16,0.253,0.225,None,None,None,6097,0.085,None,None,0.25
2015,Powell County,05000US30077,0.225,0.244,0.182,None,None,239.6,7682,0.08,94.3,197.17,0.471
2015,Prairie County,05000US30079,None,0.266,0.142,None,None,None,8838,0.099,None,113.15,0.444
2015,Ravalli County,05000US30081,0.193,0.205,0.183,19.57,None,174.8,6819,0.072,None,247.6,0.37
2015,Richland County,05000US30083,0.186,0.297,0.201,45.31,None,453.3,6738,0.075,None,188.06,0.7
2015,Roosevelt County,05000US30085,0.274,0.365,0.234,39.84,20.7,1482.6,7886,0.143,None,354.23,0.706
2015,Rosebud County,05000US30087,0.211,0.323,0.204,54.33,None,723.7,9048,0.109,None,178.62,0.4
2015,Sanders County,05000US30089,0.219,0.279,0.158,37.64,None,140.3,6804,0.109,None,194.5,0.581
2015,Sheridan County,05000US30091,0.131,0.303,0.179,None,None,167.6,7881,0.105,None,311.22,0.6
2015,Silver Bow County,05000US30093,0.226,0.266,0.189,17.67,None,290.7,7980,0.083,66.7,274.86,0.25
2015,Stillwater County,05000US30095,0.142,0.236,0.22,25.4,None,184.9,8303,0.082,None,210.83,0.222
2015,Sweet Grass County,05000US30097,0.15,0.217,0.225,None,None,111,6782,0.081,None,182.12,0.429
2015,Teton County,05000US30099,0.176,0.261,0.161,None,None,99.1,6820,0.094,None,92.73,0.8
2015,Toole County,05000US30101,0.161,0.285,0.209,None,None,153.3,8287,0.089,None,331.87,0.5
2015,Treasure County,05000US30103,None,0.263,None,None,None,None,6768,0.091,None,None,0
2015,Valley County,05000US30105,0.176,0.291,0.215,25.13,None,293.1,6471,0.098,None,147.7,0.308
2015,Wheatland County,05000US30107,0.255,0.249,0.222,None,None,190.1,8710,0.078,None,161.22,0.667
2015,Wibaux County,05000US30109,None,0.283,None,None,None,None,5323,0.097,None,0,1
2015,"Yellowstone County, MT",05000US30111,0.171,0.257,0.161,14.97,2.6,385.8,7810,0.085,95.9,260.05,0.443
2015,Adams County,05000US31001,0.151,0.292,0.161,17.41,None,244.8,8204,0.084,57.5,154.59,0.333
2015,Antelope County,05000US31003,0.134,0.272,0.192,23.46,None,152.8,10719,0.101,None,45.78,0
2015,Arthur County,05000US31005,None,0.289,0.282,None,None,None,9215,0.091,None,0,0
2015,Banner County,05000US31007,0.232,0.338,None,None,None,None,8448,0.114,None,None,1
2015,Blaine County,05000US31009,None,0.265,None,None,None,None,7047,0.094,None,None,None
2015,Boone County,05000US31011,0.125,0.284,0.191,31.09,None,110.8,8910,0.096,None,None,0.571
2015,Box Butte County,05000US31013,0.206,0.321,0.2,16.33,None,256.3,10000,0.106,None,184.88,0.2
2015,Boyd County,05000US31015,0.15,0.307,0.205,None,None,None,10153,0.102,None,47.43,0.333
2015,Brown County,05000US31017,0.167,0.31,0.166,None,None,None,9754,0.107,None,42.3,0.167
2015,Buffalo County,05000US31019,0.15,0.283,0.164,15.56,None,368.7,8335,0.067,47.2,132.49,0.182
2015,Burt County,05000US31021,0.173,0.314,0.222,24.85,None,60.1,9324,0.109,None,84.38,0.667
2015,Butler County,05000US31023,0.208,0.271,0.274,20.52,None,60.3,8011,0.083,None,35.42,0.75
2015,Cass County,05000US31025,0.186,0.331,0.189,19.26,None,218.8,9188,0.092,61.8,72.3,0.379
2015,Cedar County,05000US31027,0.122,0.269,0.258,16.12,None,None,8263,0.094,None,45.16,0.2
2015,Chase County,05000US31029,0.111,0.282,0.235,39.7,None,None,8503,0.083,None,116.61,1
2015,Cherry County,05000US31031,0.148,0.263,0.147,None,None,None,8672,0.082,None,208.36,0.4
2015,Cheyenne County,05000US31033,0.179,0.265,0.189,24.18,None,89.4,8146,0.084,84.7,83.48,0.6
2015,Clay County,05000US31035,0.138,0.344,0.142,32.85,None,124.8,7778,0.092,None,None,0.455
2015,Colfax County,05000US31037,0.168,0.313,0.18,29.07,None,178.4,9639,0.079,72.5,None,0.222
2015,Cuming County,05000US31039,0.139,0.287,0.21,15.51,None,55.1,7809,0.078,None,39.85,0.25
2015,Custer County,05000US31041,0.13,0.332,0.148,27.39,None,None,9096,0.097,None,94.07,0.316
2015,Dakota County,05000US31043,0.205,0.335,0.187,9.64,None,71.7,7868,0.092,81.7,114.44,0
2015,Dawes County,05000US31045,0.177,0.287,0.21,15.6,None,448,6692,0.085,None,122.72,0.333
2015,Dawson County,05000US31047,0.183,0.328,0.151,21.79,None,185.8,9497,0.091,97,145.72,0.231
2015,Deuel County,05000US31049,0.211,0.266,0.184,None,None,None,6537,0.099,None,50.87,0.444
2015,Dixon County,05000US31051,0.181,0.315,0.232,23.86,None,None,9737,0.082,None,101.78,0.5
2015,Dodge County,05000US31053,0.204,0.298,0.177,13.66,None,293.7,8134,0.089,49.1,126.5,0.222
2015,"Douglas County, NE",05000US31055,0.193,0.28,0.207,7.34,7.3,581.3,9017,0.087,238.3,477.7,0.442
2015,Dundy County,05000US31057,0.124,0.332,0.132,None,None,None,9670,0.106,None,None,1
2015,Fillmore County,05000US31059,0.134,0.288,0.237,None,None,156,8462,0.088,None,None,0.333
2015,Franklin County,05000US31061,0.179,0.338,0.208,None,None,125.5,8548,0.109,None,20.6,1
2015,Frontier County,05000US31063,0.124,0.323,0.197,None,None,None,11057,0.09,None,None,1
2015,Furnas County,05000US31065,0.168,0.327,0.12,34.72,None,122.3,10623,0.108,None,None,0
2015,Gage County,05000US31067,0.214,0.339,0.238,23.6,None,165.1,8798,0.113,26.5,247.74,0.5
2015,Garden County,05000US31069,0.231,0.282,0.162,None,None,None,8562,0.11,None,None,0.6
2015,Garfield County,05000US31071,0.111,0.277,0.177,None,None,None,10860,0.097,None,None,None
2015,Gosper County,05000US31073,None,0.315,0.185,None,None,None,10690,0.094,None,49.41,0.25
2015,Grant County,05000US31075,None,0.269,0.195,None,None,None,8654,0.092,None,None,None
2015,Greeley County,05000US31077,0.101,0.322,0.216,None,None,None,9135,0.09,None,None,0
2015,Hall County,05000US31079,0.168,0.311,0.181,11.63,2.8,288.3,8551,0.085,97.4,280.92,0.3
2015,Hamilton County,05000US31081,0.154,0.29,0.183,21.92,None,99.9,7482,0.073,None,98.32,0
2015,Harlan County,05000US31083,0.169,0.298,None,None,None,None,10206,0.095,None,None,0
2015,Hayes County,05000US31085,0.113,0.273,0.167,None,None,None,8903,0.1,None,None,0
2015,Hitchcock County,05000US31087,0.209,0.324,0.132,None,None,None,9778,0.095,None,114.69,0.167
2015,Holt County,05000US31089,0.131,0.312,0.167,24.59,None,48.1,10864,0.084,None,28.65,0.455
2015,Hooker County,05000US31091,None,0.285,0.172,None,None,None,8510,0.104,None,0,0
2015,Howard County,05000US31093,0.131,0.301,0.155,22.63,None,94.7,10375,0.092,None,None,0.286
2015,Jefferson County,05000US31095,0.167,0.341,0.17,26.12,None,93.1,7920,0.106,None,None,0.8
2015,Johnson County,05000US31097,0.188,0.303,0.218,32.98,None,175.1,10913,0.097,None,31.79,0.75
2015,Kearney County,05000US31099,0.172,0.3,0.177,None,None,None,9818,0.071,None,86.43,0.5
2015,Keith County,05000US31101,0.188,0.276,0.188,18.87,None,109.5,8373,0.089,None,79.46,0.4
2015,Keya Paha County,05000US31103,0.136,0.271,0.17,None,None,None,9602,0.109,None,0,None
2015,Kimball County,05000US31105,0.251,0.312,0.109,None,None,158.6,8757,0.098,None,None,0.667
2015,Knox County,05000US31107,0.136,0.282,0.207,34.45,None,58.3,8242,0.099,None,7.66,0.583
2015,"Lancaster County, NE",05000US31109,0.183,0.263,0.197,6.87,1.9,430.8,8561,0.07,128.2,387.66,0.221
2015,Lincoln County,05000US31111,0.162,0.328,0.154,13.04,5.2,462.6,8981,0.095,26.7,190.31,0.286
2015,Logan County,05000US31113,None,0.278,None,None,None,None,7474,0.086,None,None,0.5
2015,Loup County,05000US31115,None,0.285,None,None,None,None,10436,0.105,None,None,None
2015,McPherson County,05000US31117,0.197,0.286,None,None,None,None,9357,0.095,None,None,None
2015,Madison County,05000US31119,0.176,0.309,0.199,14.79,None,214.1,8451,0.076,88.1,110.23,0.3
2015,Merrick County,05000US31121,0.175,0.334,0.206,18.37,None,141.4,8563,0.1,None,191.2,0.111
2015,Morrill County,05000US31123,0.195,0.302,0.144,31.22,None,225,7181,0.102,None,59.24,0.6
2015,Nance County,05000US31125,0.133,0.305,0.268,None,None,107.7,9918,0.105,None,53.24,0.333
2015,Nemaha County,05000US31127,0.174,0.35,0.152,None,None,237.6,10514,0.093,None,59.38,0
2015,Nuckolls County,05000US31129,0.134,0.292,0.198,None,None,90.1,9689,0.094,None,66.37,0.667
2015,Otoe County,05000US31131,0.173,0.339,0.223,26.31,None,260.4,9163,0.104,None,34.6,0.231
2015,Pawnee County,05000US31133,0.088,0.325,0.113,None,None,253.2,9944,0.117,None,36.04,0.571
2015,Perkins County,05000US31135,0.161,0.313,0.119,None,None,None,7680,0.088,None,22.36,0
2015,Phelps County,05000US31137,0.133,0.334,0.185,18.59,None,162.8,9915,0.099,None,90.23,0.167
2015,Pierce County,05000US31139,0.133,0.365,0.201,None,None,55.8,9822,0.104,None,30.22,0.556
2015,Platte County,05000US31141,0.148,0.292,0.226,17.44,None,232.6,7870,0.076,38,97.35,0.222
2015,Polk County,05000US31143,0.177,0.313,0.222,None,None,None,8844,0.102,None,12.33,0
2015,Red Willow County,05000US31145,0.175,0.306,0.165,18.1,None,309.8,8725,0.092,None,96.04,0.5
2015,Richardson County,05000US31147,0.183,0.325,0.207,None,None,193,10606,0.112,None,62.95,1
2015,Rock County,05000US31149,0.115,0.341,0.146,None,None,None,10583,0.108,None,43.76,0.5
2015,Saline County,05000US31151,0.138,0.319,0.183,11.07,None,171.7,9618,0.088,None,137.3,0.25
2015,"Sarpy County, NE",05000US31153,0.167,0.284,0.214,7.44,1.2,319.6,9202,0.082,81.7,66.9,0.556
2015,Saunders County,05000US31155,0.19,0.293,0.249,19.4,None,163.3,9249,0.082,None,60.55,0.133
2015,Scotts Bluff County,05000US31157,0.176,0.333,0.109,19.08,4.9,430.1,7775,0.105,34.1,127.39,0.48
2015,Seward County,05000US31159,0.143,0.287,0.209,15.42,None,106.3,8828,0.077,None,42.85,0.412
2015,Sheridan County,05000US31161,0.12,0.292,0.161,28.63,None,112.8,7052,0.111,None,292.38,0.333
2015,Sherman County,05000US31163,0.175,0.327,0.181,None,None,None,8581,0.096,None,21.17,0.333
2015,Sioux County,05000US31165,0.144,0.297,0.213,None,None,None,8004,0.082,None,None,0
2015,Stanton County,05000US31167,0.225,0.338,0.258,None,None,None,9096,0.093,None,54.02,0
2015,Thayer County,05000US31169,0.122,0.322,0.163,None,None,None,9285,0.12,None,50.96,0.4
2015,Thomas County,05000US31171,None,0.32,0.164,None,None,None,9615,0.094,None,None,0
2015,Thurston County,05000US31173,0.344,0.407,0.239,22.67,None,840.5,8994,0.16,None,None,0.667
2015,Valley County,05000US31175,0.088,0.308,0.175,None,None,None,12282,0.105,None,None,0.667
2015,Washington County,05000US31177,0.173,0.312,0.22,17.7,None,133.3,9359,0.084,None,19.59,0.286
2015,Wayne County,05000US31179,0.128,0.286,0.192,None,None,146.5,8807,0.071,None,104.22,0.25
2015,Webster County,05000US31181,0.118,0.309,0.178,None,None,None,8733,0.102,None,87.27,0.167
2015,Wheeler County,05000US31183,None,0.278,None,None,None,None,11378,0.096,None,0,0
2015,York County,05000US31185,0.181,0.32,0.176,12.38,None,218.2,9080,0.086,85.7,43.61,0.222
2015,Churchill County,05000US32001,0.235,0.316,0.179,25.89,None,447.2,8817,0.099,82.3,189.53,0.294
2015,"Clark County, NV",05000US32003,0.21,0.249,0.174,10.61,6.6,429.2,10901,0.087,356.4,714.76,0.345
2015,Douglas County,05000US32005,0.178,0.219,0.209,13.67,None,191.5,7339,0.084,88.3,121.93,0.485
2015,Elko County,05000US32007,0.243,0.321,0.245,19.46,3.3,281.2,7940,0.081,51.4,321.89,0.25
2015,Esmeralda County,05000US32009,None,0.274,None,None,None,None,6022,0.102,None,255.1,0
2015,Eureka County,05000US32011,None,0.26,None,None,None,None,7415,0.085,None,450.3,0.333
2015,Humboldt County,05000US32013,0.216,0.259,0.23,31.68,10,657,7710,0.071,None,315.06,0.222
2015,Lander County,05000US32015,0.172,0.294,0.16,37.99,None,370.3,6524,0.079,None,709.89,0.154
2015,Lincoln County,05000US32017,0.145,0.247,0.152,55.55,None,166.5,8570,0.089,None,111.7,0.471
2015,Lyon County,05000US32019,0.249,0.284,0.209,18.57,4.3,265,7505,0.096,69.4,244.03,0.4
2015,Mineral County,05000US32021,0.267,0.269,0.196,36.02,None,558.8,9914,0.107,None,328.91,0.364
2015,Nye County,05000US32023,0.263,0.291,0.139,34.65,7.1,135,10555,0.104,93.6,673.77,0.323
2015,Pershing County,05000US32027,0.263,0.31,0.212,None,None,103.7,7805,0.088,None,891.34,0.167
2015,Storey County,05000US32029,0.222,0.252,0.16,None,None,None,8501,0.093,163.3,599.95,None
2015,"Washoe County, NV",05000US32031,0.183,0.222,0.205,9.63,5.1,377.1,7974,0.068,237.4,392.6,0.315
2015,White Pine County,05000US32033,0.2,0.248,0.133,29.01,None,368.5,8098,0.087,114.9,365.43,0.2
2015,Carson City County,05000US32510,0.214,0.23,0.182,9.56,None,313.7,8023,0.088,322.3,264.39,0.333
2015,Belknap County,05000US33001,0.181,0.295,0.166,9.5,2.2,202.2,8150,0.098,66.5,212.81,0.429
2015,Carroll County,05000US33003,0.178,0.238,0.18,15.57,None,172.4,7816,0.099,46.2,171.26,0.275
2015,Cheshire County,05000US33005,0.172,0.254,0.164,12.75,None,275.9,7490,0.088,65.5,186.02,0.286
2015,Coos County,05000US33007,0.215,0.313,0.181,14.65,None,137.1,7897,0.115,49.3,142.58,0.333
2015,Grafton County,05000US33009,0.168,0.267,0.185,10.81,1.9,231,7390,0.087,76.9,168.79,0.347
2015,"Hillsborough County, NH",05000US33011,0.16,0.272,0.176,7.21,1.4,264.8,8589,0.09,147.1,251.89,0.336
2015,"Merrimack County, NH",05000US33013,0.153,0.276,0.153,8.08,1.4,210.5,8249,0.084,113.2,155.16,0.219
2015,"Rockingham County, NH",05000US33015,0.158,0.257,0.197,9.14,1,191.4,8927,0.086,81,122.86,0.331
2015,"Strafford County, NH",05000US33017,0.185,0.305,0.166,8.27,None,286.8,8518,0.102,86.8,210.02,0.392
2015,Sullivan County,05000US33019,0.197,0.266,0.152,14.76,None,241.4,7598,0.091,73.2,161.46,0.35
2015,"Atlantic County, NJ",05000US34001,0.201,0.268,0.181,12.48,7.7,411.7,10592,0.101,627.4,498.85,0.243
2015,"Bergen County, NJ",05000US34003,0.14,0.208,0.173,4.48,1.3,133.6,10048,0.072,226.9,97.59,0.244
2015,"Burlington County, NJ",05000US34005,0.148,0.27,0.148,9.55,2.5,280.5,9469,0.097,214.2,147.09,0.221
2015,"Camden County, NJ",05000US34007,0.192,0.283,0.172,8.12,10,546.2,10180,0.097,397.9,617.95,0.259
2015,Cape May County,05000US34009,0.207,0.263,0.178,10.86,2.3,199.4,10434,0.112,229.7,276.78,0.368
2015,"Cumberland County, NJ",05000US34011,0.241,0.339,0.175,15.84,7.7,590.7,10392,0.118,641.9,533.69,0.291
2015,"Essex County, NJ",05000US34013,0.148,0.265,0.148,6.39,15.8,664.8,10377,0.098,1524.5,673.65,0.236
2015,"Gloucester County, NJ",05000US34015,0.192,0.286,0.189,10.58,2.5,279.7,10139,0.107,160.5,159.67,0.267
2015,"Hudson County, NJ",05000US34017,0.163,0.236,0.174,4.68,4.4,336.3,10590,0.076,972.3,459.79,0.161
2015,"Hunterdon County, NJ",05000US34019,0.128,0.206,0.181,5.68,None,108.6,8808,0.066,262.8,48.21,0.222
2015,"Mercer County, NJ",05000US34021,0.133,0.237,0.155,7.43,6.1,455.9,10020,0.096,504.4,445.19,0.26
2015,"Middlesex County, NJ",05000US34023,0.123,0.226,0.127,6.34,1.9,228.8,9882,0.088,289.6,177.58,0.285
2015,"Monmouth County, NJ",05000US34025,0.158,0.23,0.183,6.32,2.2,195.9,10296,0.087,330.3,187.14,0.239
2015,"Morris County, NJ",05000US34027,0.125,0.214,0.17,4.82,0.6,115.5,9592,0.079,188.4,73.33,0.246
2015,"Ocean County, NJ",05000US34029,0.173,0.268,0.154,9.89,1.6,124.9,10588,0.112,120.3,113.86,0.31
2015,"Passaic County, NJ",05000US34031,0.167,0.236,0.151,5.91,4.5,423,10324,0.088,632.2,497.28,0.333
2015,Salem County,05000US34033,0.246,0.323,0.145,15.38,3.3,311.7,9858,0.116,267.8,270.88,0.333
2015,"Somerset County, NJ",05000US34035,0.093,0.213,0.137,4.67,1.5,159.9,9519,0.078,207.3,75.22,0.316
2015,"Sussex County, NJ",05000US34037,0.184,0.246,0.182,8.32,1.3,111.2,9275,0.085,120.1,53.98,0.32
2015,"Union County, NJ",05000US34039,0.149,0.237,0.157,6.84,6,339.9,9232,0.087,618.4,417.64,0.282
2015,"Warren County, NJ",05000US34041,0.186,0.266,0.163,10.78,1.5,121.7,10645,0.091,120.7,93.38,0.193
2015,"Bernalillo County, NM",05000US35001,0.175,0.197,0.13,12.21,7.1,605.4,7425,0.063,190.6,758.01,0.277
2015,Catron County,05000US35003,0.213,0.227,0.124,None,None,None,5374,0.1,None,26.7,0.5
2015,Chaves County,05000US35005,0.219,0.31,0.153,20.54,12.8,434.8,8548,0.108,73.7,566.61,0.317
2015,Cibola County,05000US35006,0.186,0.327,0.127,26.72,10,673.2,7739,0.13,225.6,718.16,0.241
2015,Colfax County,05000US35007,0.211,0.259,0.165,18.75,None,400.8,6580,0.094,57.6,209.59,0.16
2015,Curry County,05000US35009,0.226,0.286,0.149,17.98,6.7,578.7,9358,0.089,84.5,464.69,0.233
2015,De Baca County,05000US35011,0.198,0.246,None,None,None,None,7711,0.095,None,462.01,0.143
2015,"Do̱a Ana County, NM",05000US35013,0.158,0.238,0.164,10.52,3.6,699.9,8625,0.076,156.7,358.22,0.372
2015,Eddy County,05000US35015,0.209,0.314,0.149,23.94,8,312.4,8752,0.105,36.6,617.85,0.206
2015,Grant County,05000US35017,0.18,0.218,0.157,18.32,10.6,581.9,6821,0.084,95.9,487.86,0.348
2015,Guadalupe County,05000US35019,0.328,0.28,None,None,None,521.4,5950,0.08,None,519.5,0.083
2015,Harding County,05000US35021,None,0.249,0.26,None,None,None,7105,0.106,None,None,0.333
2015,Hidalgo County,05000US35023,None,0.268,None,None,None,396.3,6623,0.088,None,231.1,0.063
2015,Lea County,05000US35025,0.212,0.333,0.142,31.28,11.8,480.9,10558,0.083,52.8,480.83,0.385
2015,Lincoln County,05000US35027,0.221,0.219,0.188,18.15,None,231.4,6800,0.088,77.1,361.07,0.259
2015,Los Alamos County,05000US35028,0.095,0.2,0.114,None,None,209.3,6654,0.071,60.3,259.42,0
2015,Luna County,05000US35029,0.188,0.248,0.167,20.39,8.7,587,7615,0.096,74.9,612.2,0.276
2015,McKinley County,05000US35031,0.144,0.354,0.126,36.42,16.4,1297,7512,0.134,139.6,635.21,0.486
2015,Mora County,05000US35033,0.171,0.233,0.132,None,None,318.8,6242,0.101,None,61.46,0.313
2015,Otero County,05000US35035,0.24,0.235,0.143,13.25,5.6,569.3,8468,0.096,87.8,317.08,0.439
2015,Quay County,05000US35037,0.275,0.297,0.082,35.05,20.9,399.1,8861,0.094,None,418.76,0.071
2015,Rio Arriba County,05000US35039,0.217,0.246,0.126,35.86,13.8,577.9,6577,0.09,151.8,489.08,0.507
2015,Roosevelt County,05000US35041,0.226,0.269,0.133,18.91,None,411.4,9565,0.083,30,369.25,0.381
2015,"Sandoval County, NM",05000US35043,0.155,0.242,0.129,14.04,3.9,367.3,7572,0.079,68.7,269.62,0.41
2015,"San Juan County, NM",05000US35045,0.227,0.302,0.126,27.4,8.9,760.1,8019,0.095,62.1,643.68,0.421
2015,San Miguel County,05000US35047,0.24,0.219,0.147,28.81,11.2,595.3,7309,0.091,132,479.29,0.41
2015,"Santa Fe County, NM",05000US35049,0.163,0.142,0.136,14.1,6.5,437.2,6406,0.051,271.4,371.47,0.376
2015,Sierra County,05000US35051,0.245,0.213,0.116,19.16,None,269,8014,0.107,119.7,399.2,0.346
2015,Socorro County,05000US35053,0.169,0.268,0.132,23.94,None,437.4,6830,0.085,58.9,680.47,0.175
2015,Taos County,05000US35055,0.164,0.18,0.145,28,8.6,305.1,6372,0.075,126.7,510.29,0.452
2015,Torrance County,05000US35057,0.33,0.26,0.13,31.38,None,405.7,6835,0.095,244.7,196.67,0.341
2015,Union County,05000US35059,0.084,0.275,None,None,None,180.5,10038,0.076,None,472.97,0.462
2015,Valencia County,05000US35061,0.225,0.289,0.119,21.28,9.3,404.5,7035,0.088,101.3,497.43,0.341
2015,"Albany County, NY",05000US36001,0.174,0.258,0.189,7,2.5,458,8286,0.097,418.6,367.99,0.195
2015,Allegany County,05000US36003,0.214,0.306,0.222,12.84,None,179.9,7934,0.109,72.2,151.08,0.273
2015,"Bronx County, NY",05000US36005,0.184,0.28,0.144,4.3,9.1,1208.6,9977,0.104,2084,619.96,0.122
2015,"Broome County, NY",05000US36007,0.195,0.268,0.15,7.64,3.4,362,8225,0.105,202.2,267.52,0.234
2015,Cattaraugus County,05000US36009,0.231,0.286,0.12,14.74,None,213.9,8925,0.112,139.2,206.83,0.259
2015,Cayuga County,05000US36011,0.278,0.286,0.22,12.47,None,221.2,8238,0.105,329.5,200.35,0.318
2015,"Chautauqua County, NY",05000US36013,0.236,0.259,0.205,11.54,2.9,416.4,8130,0.098,209.5,225.89,0.286
2015,Chemung County,05000US36015,0.234,0.307,0.156,9.5,2.2,456.6,8768,0.107,299.9,225.15,0.279
2015,Chenango County,05000US36017,0.226,0.328,0.201,14.63,None,262.4,7728,0.109,108,121.59,0.275
2015,Clinton County,05000US36019,0.161,0.325,0.229,14.07,2.1,355.2,8711,0.093,393.2,100.4,0.241
2015,Columbia County,05000US36021,0.136,0.256,0.232,9.97,2.6,188.8,8791,0.102,273.2,146.82,0.194
2015,Cortland County,05000US36023,0.212,0.266,0.129,7.51,None,473,8579,0.087,66.4,136.68,0.316
2015,Delaware County,05000US36025,0.16,0.26,0.128,14.88,None,165,8772,0.105,131.9,140.29,0.31
2015,"Dutchess County, NY",05000US36027,0.138,0.261,0.189,8.04,2.9,278.8,8832,0.099,465,234.78,0.273
2015,"Erie County, NY",05000US36029,0.162,0.287,0.188,6.55,6.7,553.6,7988,0.098,251.5,468.14,0.292
2015,Essex County,05000US36031,0.14,0.269,0.184,14.53,None,159.1,8834,0.105,365.4,121.61,0.346
